0185027-O58,3.389400005340576,3.2552804946899414
0136734-O1,5.332099914550781,5.543951034545898
0174252-La1,11.767000198364258,11.981720924377441
0162339-Fe3,4.75540018081665,4.7956624031066895
0289796-Ca4,10.36929988861084,10.446054458618164
0009572-O1,6.138500213623047,6.227250099182129
0113386-O3,3.7558999061584473,3.8783044815063477
0115344-O2,0.534600019454956,0.6051751375198364
0109458-Ti1,14.935199737548828,14.732823371887207
0108190-O3,6.105299949645996,6.310657501220703
0289796-O6,5.833600044250488,5.838194370269775
0110156-In1,8.483699798583984,8.601510047912598
0185027-O7,3.017400026321411,2.966175079345703
0185027-O22,2.8928000926971436,2.9935431480407715
0170164-O1,2.2039999961853027,2.0157604217529297
0125741-Mn2,9.866700172424316,9.742176055908203
0119208-Co1,4.617000102996826,4.347952842712402
0162339-O1,3.3987998962402344,3.5258994102478027
0289885-O2,5.883999824523926,5.877768039703369
0116531-O2,3.5308001041412354,3.4930953979492188
0195961-Nb2,16.2460994720459,15.937272071838379
0174238-La1,11.17870044708252,11.07294750213623
0171017-O15,0.6908000111579895,0.7667557001113892
0167571-O28,3.5553998947143555,3.291996479034424
0167571-Ba2,8.60949993133545,8.52640438079834
0142004-O6,3.3138999938964844,3.378737449645996
0185027-O45,3.620699882507324,3.834199905395508
0009684-O1,5.076300144195557,5.039497375488281
0012011-Ni1,4.496099948883057,4.357231616973877
0120257-O3,4.97629976272583,4.973140239715576
icsd427482-O4,6.563499927520752,6.688705921173096
0107269-O3,6.326300144195557,6.258175373077393
0107269-O9,6.126699924468994,6.143408298492432
0107855-O1,6.640399932861328,6.565510272979736
icsd427481-O3,6.620299816131592,6.4979376792907715
0108143-O6,6.132500171661377,6.1068220138549805
0142004-Fe20,5.8709001541137695,5.8533453941345215
0153176-O18,3.501300096511841,3.4886412620544434
0110854-O3,5.6118998527526855,5.675625324249268
0108446-O1,6.603899955749512,6.148768424987793
0289796-O12,5.630000114440918,5.807473182678223
0163417-O2,3.143399953842163,2.9405908584594727
0107847-Al2,11.441499710083008,11.25766372680664
0107269-Al4,13.188300132751465,12.960580825805664
0185492-O4,2.2385001182556152,2.0863776206970215
0009944-In2,7.2399001121521,7.20123815536499
0111085-Ti1,14.197600364685059,14.195858001708984
0124785-Sr2,4.918900012969971,4.924057960510254
0125741-O1,2.0803000926971436,2.059593677520752
0171017-Sr3,7.58650016784668,7.571391582489014
0182299-O2,5.415500164031982,5.821931838989258
0011752-Ni1,3.5078001022338867,3.484966278076172
0290125-O1,5.859799861907959,4.739072799682617
0289796-O7,5.0731000900268555,5.369001865386963
0153176-Fe14,5.0081000328063965,5.211274147033691
0289796-O2,5.49370002746582,5.450460910797119
0153176-O5,3.115000009536743,3.2966556549072266
0185027-O70,2.726900100708008,2.811431407928467
0011304-Mn2,4.794300079345703,4.920907497406006
0009596-O1,6.986299991607666,6.8257317543029785
0154647-O1,3.9649999141693115,4.072778224945068
0170357-O1,4.956399917602539,5.590758323669434
0126839-Sr2,9.614399909973145,9.504199028015137
0134600-O2,5.45959997177124,5.623562812805176
0191339-Fe3,1.4359999895095825,1.6355324983596802
0113386-O2,5.50570011138916,5.350695610046387
0289663-O3,6.053599834442139,5.922719478607178
0136334-La4,8.688199996948242,8.652902603149414
0107269-O7,6.265600204467773,6.257822036743164
0290102-Nb1,17.1028995513916,16.84946632385254
0191339-O1,3.310800075531006,3.442884922027588
0113386-O5,3.3083999156951904,3.2528128623962402
0185027-Fe17,3.8526999950408936,4.168769359588623
0170164-Co1,5.053999900817871,4.96612024307251
0167571-Fe3,5.171599864959717,5.101233959197998
0153176-Fe12,2.7588999271392822,1.9981054067611694
0107269-Al3,13.101699829101562,12.960737228393555
0147283-O9,2.1826999187469482,2.4857707023620605
0009859-Mn1,6.263700008392334,6.273626327514648
